feature,coef,std_error,z_value,p_value,conf_low_logit,conf_high_logit,odds_ratio,or_ci_low,or_ci_high,abs_coef
DISCANCR_Yes,0.12548710113624323,0.6503444664103225,0.19295482258638844,0.8469943494717019,-1.1491880530279888,1.4001622553004753,1.133700545417337,0.31689396604607556,4.055857997916854,0.12548710113624323
PRSODM,-0.11560246933833802,0.04382812107055843,-2.6376323354640467,0.008348704367095845,-0.20150558663663254,-0.029699352040043495,0.8908292848726871,0.8174990104774223,0.9707373398817098,0.11560246933833802
HXPVD_Yes,-0.1004291908155645,0.7300331752974368,-0.1375679821326568,0.8905818614414311,-1.5312942143985406,1.3304358327674115,0.9044491534523161,0.2162556050069973,3.7826916493292395,0.1004291908155645
Age,0.08689307736040523,0.03743372087013571,2.3212514102419286,0.020273278993164435,0.01352298445493924,0.16026317026587122,1.0907800444013462,1.013614833566937,1.1738197448011505,0.08689307736040523
PRHCT,-0.07779077514372357,0.043564002509461394,-1.7856663911179573,0.07415329021135764,-0.1631762200622679,0.0075946697748207614,0.9251579723393333,0.8494414865930852,1.007623582426983,0.07779077514372357
WEIGHT,0.06385119052567408,0.02631559157574183,2.42636348652459,0.01525098680744935,0.012272631037220094,0.11542975001412806,1.0659337659153907,1.0123482487998452,1.1223556663090664,0.06385119052567408
PRWBC,0.049885341002118416,0.07122581604919437,0.7003828635345297,0.48368823520003257,-0.08971725845430253,0.18948794045853937,1.051150565595713,0.9141896281217566,1.2086305483713369,0.049885341002118416
PRPTT,0.021251868980036955,0.02893413481865295,0.7344912544727802,0.4626493883430627,-0.03545903526452283,0.07796277322459674,1.0214792981889191,0.9651622710373131,1.0810824127088037,0.021251868980036955
PRBUN,-0.019499043376249945,0.02450090081375222,-0.79585005973760925,0.426119191201017,-0.0675208089712043,0.028522722218704406,0.9806898333394035,0.9347082700961787,1.0289333902184319,0.019499043376249945
PRSGOT,0.009527252307060934,0.005550890012949667,1.7163467993123291,0.08609858752574445,-0.0013524921183204128,0.02040699673244228,1.0095727810483908,0.9986484220869464,1.0206166431463535,0.009527252307060934
PRALKPH,0.005279804274235353,0.0047758483225476414,1.1055217665327528,0.2689335680932862,-0.004080858437958025,0.014640466986428732,1.0052937670034994,0.9959274569496851,1.0147481635574014,0.005279804274235353
PACKS,-0.0016485643537148549,0.005109579829742392,-0.3226418626672029,0.7469664859839062,-0.011663340820009943,0.008366212112580235,0.9983527937820721,0.9884044122745674,1.008401306666359,0.0016485643537148549
PRPLATE,-4.886875664512151e-4,0.0017352731627152587,-0.28161996448244725,0.7782349301259636,-0.003889822965373122,0.0029124478324706916,0.999511431821869,0.9961177325962041,1.0029166931290603,4.886875664512151e-4
